DCAF5	8816	5.56166e-11
LARP1	23367	1.33333e-09
ACLY	47	6.44796e-08
ZFAND2A	90637	1.09314e-07
PMM2	5373	2.7832e-07
VPS28	51160	3.24467e-07
ATP9B	374868	3.32508e-07
TMOD3	29766	3.79121e-07
ANO9	338440	3.9745e-07
RN7SL838P	106479527	3.9745e-07
SDR16C5	195814	4.1047e-07
BTBD7	55727	6.27531e-07
DPP6	1804	7.0665e-07
PACS1	55690	8.34193e-07
ANAPC11	51529	8.35787e-07
PITX1-AS1	100996485	8.61933e-07
GCNA	93953	9.92758e-07
DERA	51071	9.99024e-07
MEGF6	1953	1.00925e-06
MTHFD1L	25902	1.22159e-06
IGF1R	3480	1.32411e-06
FBXW8	26259	1.74257e-06
ANO1	55107	1.79653e-06
RAB40B	10966	2.17973e-06
IQCE	23288	2.48777e-06
IFT122	55764	2.85901e-06
MAFK	7975	3.18917e-06
TSNARE1	203062	3.27582e-06
SLX9	85395	3.55971e-06
SLC45A4	57210	5.05792e-06
MBNL1	4154	5.78849e-06
CAMSAP1	157922	5.92933e-06
DENND1B	163486	6.31281e-06
SLC47A1	55244	6.35096e-06
ACOX3	8310	6.48464e-06
EGFR	1956	7.35149e-06
CCDC88C	440193	7.35628e-06
CASZ1	54897	7.88628e-06
ITPKB	3707	9.62295e-06
DMRT2	10655	1.05243e-05
EXT1	2131	1.06713e-05
SH3BP5	9467	1.15725e-05
FAM53B	9679	1.24421e-05
NFYC	4802	1.34406e-05
ADCK2	90956	1.35023e-05
DENND2A	27147	1.35023e-05
LINC00693	645206	1.36975e-05
OVAAL	148756	1.42411e-05
PTPRN	5798	1.54086e-05
HOMER2	9455	1.57892e-05
PLXNA3	55558	1.60584e-05
RAC1	5879	1.64706e-05
RARA	5914	1.65727e-05
RARA-AS1	101929693	1.65727e-05
TRIM26	7726	1.75794e-05
MAD1L1	8379	1.94221e-05
TFF3	7033	1.994e-05
ATP5F1AP3	645443	2.04234e-05
DHODH	1723	2.04234e-05
CDKAL1	54901	2.31617e-05
CERS4	79603	2.32648e-05
ELAVL1	1994	2.32648e-05
TIGD7	91151	2.39212e-05
ZNF75A	7627	2.39212e-05
ADGRG1	9289	2.51386e-05
USP2	9099	2.5251e-05
ERO1B	56605	2.62326e-05
RPTOR	57521	2.64992e-05
TMEM44	93109	2.79204e-05
SRC	6714	2.82642e-05
ZKSCAN1	7586	2.97701e-05
LINC01579	283682	3.02593e-05
LINC01581	101927112	3.02593e-05
FERMT2	10979	3.05186e-05
PLEKHO2	80301	3.08809e-05
PRKCE	5581	3.10844e-05
RPS18	6222	3.28863e-05
RPS18P5	100131863	3.28863e-05
VPS52	6293	3.28863e-05
H3P44	347376	3.36717e-05
TCP11L2	255394	3.51047e-05
NACA4P	83955	3.63909e-05
DNAJC4	3338	3.71343e-05
NUDT22	84304	3.71343e-05
TRAPPC9	83696	3.86968e-05
GREB1	9687	3.87162e-05
ADAM15	8751	3.95202e-05
DCST1	149095	3.95202e-05
SPATA13	221178	4.04745e-05
DLGAP4	22839	4.05447e-05
WNT2	7472	4.06013e-05
GTF2I	2969	4.08918e-05
GTF2IP4	100093631	4.08918e-05
GTF2E1	2960	4.24198e-05
ROR1	4919	4.28843e-05
ROR1-AS1	101927034	4.28843e-05
SDK1	221935	4.41696e-05
IVD	3712	4.42272e-05
CERKL	375298	4.63842e-05
ACCS	84680	4.66845e-05
SLC34A1	6569	4.72131e-05
NEDD9	4739	4.77974e-05
MIR6753	102465451	4.78135e-05
TCIRG1	10312	4.78135e-05
MIR340	442908	4.91105e-05
RNF130	55819	4.91105e-05
WWOX	51741	5.10265e-05
CLYBL	171425	5.13024e-05
TRAF1	7185	5.18947e-05
MMP9	4318	5.25793e-05
ANKRD65	441869	5.3722e-05
BCAS3	54828	5.38554e-05
SDC1	6382	5.44562e-05
PDZD8	118987	5.4829e-05
ACOXL	55289	5.53117e-05
SIRT7	51547	5.62068e-05
LGALS8	3964	5.63997e-05
ABCA3	21	5.72419e-05
LYN	4067	5.80454e-05
SLITRK5	26050	5.86393e-05
TMEM161B	153396	5.94586e-05
TMEM161B-DT	100505894	5.94586e-05
SFTPA1	653509	5.95804e-05
LRIG1	26018	5.97055e-05
ASAP1	50807	6.21618e-05
SEPTIN9	10801	6.23495e-05
NRG1	3084	6.39342e-05
DXO	1797	6.46542e-05
LRBA	987	6.5377e-05
MAB21L2	10586	6.5377e-05
PHC2	1912	6.62497e-05
RP1L1	94137	6.75129e-05
PIGL	9487	6.84158e-05
ABCC2	1244	6.96003e-05
LAIR2	3904	7.04433e-05
CREB5	9586	7.16455e-05
C9orf131	138724	7.47255e-05
GGT6	124975	7.56779e-05
CDRT4	284040	7.57495e-05
TVP23C-CDRT4	100533496	7.57495e-05
THADA	63892	7.64834e-05
ZNF148	7707	7.68274e-05
CMTM7	112616	7.78297e-05
RGMA	56963	7.89716e-05
CD81	975	8.11607e-05
CD81-AS1	101927682	8.11607e-05
PFKP	5214	8.13814e-05
PPFIBP2	8495	8.19763e-05
TTF2	8458	8.26593e-05
FOXE1	2304	8.26593e-05
RCAN1	1827	8.35219e-05
PAX6	5080	8.35219e-05
RCN1	5954	8.35219e-05
TFDP1	7027	8.36095e-05
ARID1A	8289	8.40218e-05
RREB1	6239	8.61913e-05
SUSD4	55061	8.61941e-05
ATP13A2	23400	8.92133e-05
PDE7B	27115	8.93024e-05
MAPK9	5601	9.2778e-05
EFNA5	1946	9.42371e-05
SLC26A7	115111	9.45017e-05
CNTRL	11064	9.45543e-05
MEIS2	4212	9.52456e-05
NR1D1	9572	9.54044e-05
EMC9	51016	9.72117e-05
MAP4K4	9448	0.000103115
ADH7	131	0.00010517
ENDOD1	23052	0.000105434
PLCB3	5331	0.000105724
KIAA1614	57710	0.00010589
CC2D2A	57545	0.000111263
B4GALT1	2683	0.000111486
B4GALT1-AS1	101929639	0.000111486
SMAD7	4092	0.000112772
GSX1	219409	0.000113981
DLG1	1739	0.000114192
ETS1	2113	0.000116681
MTHFSD	64779	0.000117407
MIDEAS	91748	0.000117657
CAND2	23066	0.000118075
ERICH1	157697	0.000118932
ARAP1	116985	0.000119825
STARD10	10809	0.000119825
MYOZ2	51778	0.000121768
TRIM14	9830	0.000121927
CRADD	8738	0.000122018
MANCR	100216001	0.000123391
PIEZO2	63895	0.00013261
TSC22D2	9819	0.000132688
PIP5KL1	138429	0.000133667
TLR1	7096	0.000134097
LMF1	64788	0.000135995
TMEM121	80757	0.000138646
GSTM2	2946	0.000138997
GSTM4	2948	0.000138997
ASAP2	8853	0.000141122
FOXO1	2308	0.000142416
GHSR	2693	0.00014291
RANBP10	57610	0.00014334
INHBA-AS1	285954	0.000146694
WDR46	9277	0.000150236
C16orf74	404550	0.000152184
PRAG1	157285	0.000155669
FRMD5	84978	0.000155787
VWA8	23078	0.000157275
VWA8-AS1	100507240	0.000157275
SMIM17	147670	0.000160084
C3orf52	79669	0.000161523
SLC23A2	9962	0.000162362
SLC23A1	9963	0.000162362
NOL9	79707	0.000163456
TAS1R1	80835	0.000163456
TBC1D14	57533	0.000164463
TPST1	8460	0.000166355
DAZAP2	9802	0.000168829
ENO1	2023	0.000170547
LMNA	4000	0.000170955
MEX3A	92312	0.000170955
AHSA2P	130872	0.000171952
ESR2	2100	0.000172856
SYNE2	23224	0.000172856
LINC00856	100132987	0.000173961
ZHX2	22882	0.000174339
ZC3H3	23144	0.000174679
ATP8B2	57198	0.000174709
GGNBP1	449520	0.000177429
ABHD16A	7920	0.000178234
SPATA18	132671	0.000178655
CUX1	1523	0.00018075
EIF2B5	8893	0.00018509
EIF4G1	1981	0.00018509
FAM131A	131408	0.00018509
FIGNL1	63979	0.000189526
ANK3	288	0.000191111
MAEA	10296	0.000191718
SLC6A1	6529	0.000192432
C1D	10438	0.000193134
LRP1	4035	0.000193134
ANK2	287	0.000195188
CANT1	124583	0.000199859
USP54	159195	0.0002016
SCUBE3	222663	0.000202904
TRIM15	89870	0.000203931
FBXO38	81545	0.00020497
ENOX1	55068	0.000206097
FLOT1	10211	0.000206497
RBPMS	11030	0.000208454
INTS12	57117	0.000209233
NPNT	255743	0.000209233
PRKCG	5582	0.000212573
TUBGCP2	10844	0.000214016
ANKRD11	29123	0.00021444
DTX1	1840	0.000215313
MSLN	10232	0.000219644
WDR90	197335	0.000219644
TMEM167B	56900	0.00022048
SORCS2	57537	0.000225634
RHOB	388	0.000225919
TRPT1	83707	0.000230002
DCLK1	9201	0.000232251
LAMC2	3918	0.000233255
FGGY	55277	0.00023374
TMCO3	55002	0.000236489
FBXW11	23291	0.00023704
WDR53	348793	0.000237332
PI4K2B	55300	0.000238451
SEPSECS-AS1	285540	0.000238451
CX3CL1	6376	0.000238837
GSTM1	2944	0.000243776
MTMR10	54893	0.000245585
SETD1B	23067	0.000249725
SMAP1	60682	0.000249736
NFS1	9054	0.000250585
ROMO1	140823	0.000250585
HORMAD2	150280	0.000254068
HORMAD2-AS1	101929664	0.000254068
CIDECP1	152302	0.000254181
ADK	132	0.000255575
DIP2C	22982	0.000258519
PLCL2	23228	0.000265386
N4BP2	55728	0.000266267
KRT17	3872	0.000266485
PC	5091	0.000266485
PTPRF	5792	0.000266654
ZDHHC18	84243	0.00026732
CCDC13	152206	0.000269027
CCDC13-AS1	100874114	0.000269027
TRIL	9865	0.000269595
FRAS1	80144	0.000269625
CENPS	378708	0.000273559
CENPS-CORT	100526739	0.000273559
LOC107984876	107984876	0.000273745
SEMA3B	7869	0.000278789
SEMA3B-AS1	101928931	0.000278789
PAK1	5058	0.000281488
ZNF609	23060	0.00028365
POR	5447	0.000286187
SNORA14A	677801	0.000286187
LHPP	64077	0.00028812
MBNL2	10150	0.000289101
ZFP41	286128	0.000290304
CCDC15	80071	0.000292253
YPEL3	83719	0.0002989
TSSC2	650368	0.000300266
ZNF195	7748	0.000300266
KAT6B	23522	0.000302872
CLSTN1	22883	0.000304318
PIK3CD	5293	0.000304318
H3C7	8968	0.000309044
ASH2L	9070	0.000311283
PBX1	5087	0.000313809
PRELID2	153768	0.00031432
STK39	27347	0.00031918
GLS	2744	0.000320686
DEF6	50619	0.000322204
RPL39L	116832	0.000326468
ACD	65057	0.000330284
TPP1	1200	0.000330284
CSNK1G1	53944	0.000333706
RALBP1	10928	0.000341974
FKBP1A	2280	0.000342981
SBF2	81846	0.000344622
SMPD3	55512	0.000347162
KCNG2	26251	0.000347718
ATXN1	6310	0.00034802
TANC1	85461	0.000357595
FLI1	2313	0.000363188
LGALS13	29124	0.000363559
PLAC8	51316	0.000363559
FUT4	2526	0.000364079
PIWIL4	143689	0.000364079
ZIC1	7545	0.000365182
DAB1	1600	0.000365722
LDLRAD3	143458	0.000365988
SSU72	29101	0.00036945
CBX6	23466	0.000369587
PVT1	5820	0.000382514
LINC02912	641384	0.000382514
PLEKHG1	57480	0.000382899
FHDC1	85462	0.000384646
RASSF5	83593	0.000386632
RASSF3	283349	0.000386632
VPS13D	55187	0.000388713
PRKCH	5583	0.000388839
PPIF	10105	0.000392377
SLC22A3	6581	0.000392758
CACHD1	57685	0.00039288
ITPR3	3710	0.000393192
